DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
6231. Daireaux,9. Ignorado,1500,1180,320,,,
6238. Dolores,0. __tot__,31405,28350,3055,,,
6238. Dolores,1. Mujer,14996,13604,1392,,,
6238. Dolores,2. Mujer trans/travesti,45,34,11,,,
6238. Dolores,3. Varón,13890,12714,1176,,,
6238. Dolores,4. Varón trans/masculinidad trans,129,101,28,,,
6238. Dolores,5. No binario,14,11,3,,,
6238. Dolores,6. Otra identidad/ninguna de las anteriores,9,6,3,,,
6238. Dolores,7. Prefiero no contestar,41,37,4,,,
6238. Dolores,9. Ignorado,2281,1843,438,,,
6245. Ensenada,0. __tot__,63978,59940,4038,,,
6245. Ensenada,1. Mujer,31588,29679,1909,,,
6245. Ensenada,2. Mujer trans/travesti,76,67,9,,,
6245. Ensenada,3. Varón,29841,27895,1946,,,
6245. Ensenada,4. Varón trans/masculinidad trans,51,45,6,,,
6245. Ensenada,5. No binario,40,39,1,,,
6245. Ensenada,6. Otra identidad/ninguna de las anteriores,18,16,2,,,
6245. Ensenada,7. Prefiero no contestar,83,80,3,,,
6245. Ensenada,9. Ignorado,2281,2119,162,,,
6252. Escobar,0. __tot__,256071,240303,15768,,,
6252. Escobar,1. Mujer,122235,114990,7245,,,
6252. Escobar,2. Mujer trans/travesti,269,243,26,,,
6252. Escobar,3. Varón,118318,111047,7271,,,
6252. Escobar,4. Varón trans/masculinidad trans,368,336,32,,,
6252. Escobar,5. No binario,159,144,15,,,
6252. Escobar,6. Otra identidad/ninguna de las anteriores,122,105,17,,,
6252. Escobar,7. Prefiero no contestar,394,358,36,,,
6252. Escobar,9. Ignorado,14206,13080,1126,,,
6260. Esteban Echeverría,0. __tot__,337880,316204,21676,,,
6260. Esteban Echeverría,1. Mujer,164055,153976,10079,,,
6260. Esteban Echeverría,2. Mujer trans/travesti,436,395,41,,,
6260. Esteban Echeverría,3. Varón,155041,145100,9941,,,
6260. Esteban Echeverría,4. Varón trans/masculinidad trans,476,422,54,,,
6260. Esteban Echeverría,5. No binario,205,181,24,,,
6260. Esteban Echeverría,6. Otra identidad/ninguna de las anteriores,104,94,10,,,
6260. Esteban Echeverría,7. Prefiero no contestar,424,378,46,,,
6260. Esteban Echeverría,9. Ignorado,17139,15658,1481,,,
6266. Exaltación de la Cruz,0. __tot__,40036,37162,2874,,,
6266. Exaltación de la Cruz,1. Mujer,19063,17763,1300,,,
6266. Exaltación de la Cruz,2. Mujer trans/travesti,60,52,8,,,
6266. Exaltación de la Cruz,3. Varón,18555,17216,1339,,,
6266. Exaltación de la Cruz,4. Varón trans/masculinidad trans,201,178,23,,,
6266. Exaltación de la Cruz,5. No binario,49,46,3,,,
6266. Exaltación de la Cruz,6. Otra identidad/ninguna de las anteriores,25,22,3,,,
6266. Exaltación de la Cruz,7. Prefiero no contestar,49,42,7,,,
6266. Exaltación de la Cruz,9. Ignorado,2034,1843,191,,,
6270. Ezeiza,0. __tot__,198620,185485,13135,,,
6270. Ezeiza,1. Mujer,95631,89558,6073,,,
6270. Ezeiza,2. Mujer trans/travesti,296,268,28,,,
6270. Ezeiza,3. Varón,91470,85369,6101,,,
6270. Ezeiza,4. Varón trans/masculinidad trans,275,246,29,,,
6270. Ezeiza,5. No binario,103,88,15,,,
6270. Ezeiza,6. Otra identidad/ninguna de las anteriores,51,43,8,,,
6270. Ezeiza,7. Prefiero no contestar,208,201,7,,,
6270. Ezeiza,9. Ignorado,10586,9712,874,,,
6274. Florencio Varela,0. __tot__,488103,450366,37737,,,
6274. Florencio Varela,1. Mujer,233225,216131,17094,,,
6274. Florencio Varela,2. Mujer trans/travesti,668,584,84,,,
6274. Florencio Varela,3. Varón,224612,207011,17601,,,
6274. Florencio Varela,4. Varón trans/masculinidad trans,715,640,75,,,
6274. Florencio Varela,5. No binario,281,262,19,,,
6274. Florencio Varela,6. Otra identidad/ninguna de las anteriores,162,143,19,,,
6274. Florencio Varela,7. Prefiero no contestar,522,491,31,,,
6274. Florencio Varela,9. Ignorado,27918,25104,2814,,,
6277. Florentino Ameghino,0. __tot__,10759,9754,1005,,,
6277. Florentino Ameghino,1. Mujer,4733,4345,388,,,
6277. Florentino Ameghino,2. Mujer trans/travesti,27,26,1,,,
6277. Florentino Ameghino,3. Varón,4593,4204,389,,,
6277. Florentino Ameghino,4. Varón trans/masculinidad trans,74,60,14,,,
6277. Florentino Ameghino,5. No binario,31,24,7,,,
6277. Florentino Ameghino,6. Otra identidad/ninguna de las anteriores,14,13,1,,,
6277. Florentino Ameghino,7. Prefiero no contestar,20,17,3,,,
6277. Florentino Ameghino,9. Ignorado,1267,1065,202,,,
6280. General Alvarado,0. __tot__,45307,41118,4189,,,
6280. General Alvarado,1. Mujer,22113,20242,1871,,,
6280. General Alvarado,2. Mujer trans/travesti,51,41,10,,,
6280. General Alvarado,3. Varón,20882,18883,1999,,,
6280. General Alvarado,4. Varón trans/masculinidad trans,60,53,7,,,
6280. General Alvarado,5. No binario,30,27,3,,,
6280. General Alvarado,6. Otra identidad/ninguna de las anteriores,14,12,2,,,
6280. General Alvarado,7. Prefiero no contestar,65,52,13,,,
6280. General Alvarado,9. Ignorado,2092,1808,284,,,
6287. General Alvear,0. __tot__,10150,9358,792,,,
6287. General Alvear,1. Mujer,4997,4623,374,,,
6287. General Alvear,2. Mujer trans/travesti,6,6,,,,
6287. General Alvear,3. Varón,4870,4503,367,,,
6287. General Alvear,4. Varón trans/masculinidad trans,5,5,,,,
6287. General Alvear,5. No binario,3,3,,,,
6287. General Alvear,7. Prefiero no contestar,4,4,,,,
6287. General Alvear,9. Ignorado,265,214,51,,,
6294. General Arenales,0. __tot__,16231,14839,1392,,,
6294. General Arenales,1. Mujer,7801,7162,639,,,
6294. General Arenales,2. Mujer trans/travesti,35,23,12,,,
6294. General Arenales,3. Varón,7457,6878,579,,,
6294. General Arenales,4. Varón trans/masculinidad trans,44,33,11,,,
6294. General Arenales,5. No binario,9,9,,,,
6294. General Arenales,6. Otra identidad/ninguna de las anteriores,8,7,1,,,
6294. General Arenales,7. Prefiero no contestar,17,16,1,,,
6294. General Arenales,9. Ignorado,860,711,149,,,
6301. General Belgrano,0. __tot__,20674,18594,2080,,,
6301. General Belgrano,1. Mujer,10122,9118,1004,,,
6301. General Belgrano,2. Mujer trans/travesti,25,22,3,,,
6301. General Belgrano,3. Varón,9432,8537,895,,,
6301. General Belgrano,4. Varón trans/masculinidad trans,42,26,16,,,
6301. General Belgrano,5. No binario,13,11,2,,,
6301. General Belgrano,6. Otra identidad/ninguna de las anteriores,10,9,1,,,
6301. General Belgrano,7. Prefiero no contestar,28,26,2,,,
6301. General Belgrano,9. Ignorado,1002,845,157,,,
6308. General Guido,0. __tot__,3157,2760,397,,,
6308. General Guido,1. Mujer,1404,1248,156,,,
6308. General Guido,2. Mujer trans/travesti,4,2,2,,,
6308. General Guido,3. Varón,1436,1272,164,,,
6308. General Guido,4. Varón trans/masculinidad trans,9,6,3,,,
6308. General Guido,6. Otra identidad/ninguna de las anteriores,1,1,,,,
6308. General Guido,7. Prefiero no contestar,3,3,,,,
6308. General Guido,9. Ignorado,300,228,72,,,
6315. General Juan Madariaga,0. __tot__,22566,20293,2273,,,
6315. General Juan Madariaga,1. Mujer,11205,10097,1108,,,
6315. General Juan Madariaga,2. Mujer trans/travesti,24,21,3,,,
6315. General Juan Madariaga,3. Varón,10375,9341,1034,,,
6315. General Juan Madariaga,4. Varón trans/masculinidad trans,24,19,5,,,
6315. General Juan Madariaga,5. No binario,9,9,,,,
6315. General Juan Madariaga,6. Otra identidad/ninguna de las anteriores,5,5,,,,
6315. General Juan Madariaga,7. Prefiero no contestar,28,25,3,,,
6315. General Juan Madariaga,9. Ignorado,896,776,120,,,
6322. General La Madrid,0. __tot__,11535,10471,1064,,,
6322. General La Madrid,1. Mujer,5680,5196,484,,,
6322. General La Madrid,2. Mujer trans/travesti,7,5,2,,,
6322. General La Madrid,3. Varón,5461,4928,533,,,
6322. General La Madrid,4. Varón trans/masculinidad trans,2,1,1,,,
6322. General La Madrid,5. No binario,5,5,,,,
6322. General La Madrid,7. Prefiero no contestar,18,14,4,,,
6322. General La Madrid,9. Ignorado,362,322,40,,,
6329. General Las Heras,0. __tot__,17980,16631,1349,,,
6329. General Las Heras,1. Mujer,8592,7997,595,,,
6329. General Las Heras,2. Mujer trans/travesti,17,15,2,,,
6329. General Las Heras,3. Varón,8187,7564,623,,,
6329. General Las Heras,4. Varón trans/masculinidad trans,79,71,8,,,
6329. General Las Heras,5. No binario,14,11,3,,,
6329. General Las Heras,6. Otra identidad/ninguna de las anteriores,7,6,1,,,
6329. General Las Heras,7. Prefiero no contestar,18,14,4,,,
6329. General Las Heras,9. Ignorado,1066,953,113,,,
6336. General Lavalle,0. __tot__,4846,4421,425,,,
6336. General Lavalle,1. Mujer,2336,2150,186,,,
6336. General Lavalle,2. Mujer trans/travesti,4,3,1,,,
6336. General Lavalle,3. Varón,2242,2036,206,,,
6336. General Lavalle,4. Varón trans/masculinidad trans,1,1,,,,
6336. General Lavalle,6. Otra identidad/ninguna de las anteriores,2,2,,,,
6336. General Lavalle,7. Prefiero no contestar,5,5,,,,
6336. General Lavalle,9. Ignorado,256,224,32,,,
6343. General Paz,0. __tot__,14141,12477,1664,,,
6343. General Paz,1. Mujer,6869,6100,769,,,
6343. General Paz,2. Mujer trans/travesti,17,15,2,,,
6343. General Paz,3. Varón,6636,5826,810,,,
6343. General Paz,4. Varón trans/masculinidad trans,22,19,3,,,
6343. General Paz,5. No binario,8,8,,,,
6343. General Paz,6. Otra identidad/ninguna de las anteriores,4,4,,,,
6343. General Paz,7. Prefiero no contestar,10,9,1,,,
6343. General Paz,9. Ignorado,575,496,79,,,
6351. General Pinto,0. __tot__,12842,11387,1455,,,
6351. General Pinto,1. Mujer,5926,5299,627,,,
6351. General Pinto,2. Mujer trans/travesti,15,13,2,,,
6351. General Pinto,3. Varón,5702,5098,604,,,
6351. General Pinto,4. Varón trans/masculinidad trans,60,48,12,,,
6351. General Pinto,5. No binario,6,6,,,,
6351. General Pinto,6. Otra identidad/ninguna de las anteriores,15,12,3,,,
6351. General Pinto,7. Prefiero no contestar,14,12,2,,,
6351. General Pinto,9. Ignorado,1104,899,205,,,
6357. General Pueyrredón,0. __tot__,660569,622168,38401,,,
6357. General Pueyrredón,1. Mujer,327949,309297,18652,,,
6357. General Pueyrredón,2. Mujer trans/travesti,833,767,66,,,
6357. General Pueyrredón,3. Varón,295771,278928,16843,,,
6357. General Pueyrredón,4. Varón trans/masculinidad trans,921,842,79,,,
6357. General Pueyrredón,5. No binario,620,593,27,,,
6357. General Pueyrredón,6. Otra identidad/ninguna de las anteriores,268,246,22,,,
6357. General Pueyrredón,7. Prefiero no contestar,1139,1046,93,,,
6357. General Pueyrredón,9. Ignorado,33068,30449,2619,,,
6364. General Rodríguez,0. __tot__,142315,130126,12189,,,
6364. General Rodríguez,1. Mujer,67967,62336,5631,,,
6364. General Rodríguez,2. Mujer trans/travesti,183,162,21,,,
6364. General Rodríguez,3. Varón,66317,60620,5697,,,
6364. General Rodríguez,4. Varón trans/masculinidad trans,334,296,38,,,
6364. General Rodríguez,5. No binario,85,78,7,,,
6364. General Rodríguez,6. Otra identidad/ninguna de las anteriores,50,44,6,,,
6364. General Rodríguez,7. Prefiero no contestar,157,137,20,,,
6364. General Rodríguez,9. Ignorado,7222,6453,769,,,
6371. General San Martín,0. __tot__,444503,417450,27053,,,
6371. General San Martín,1. Mujer,219528,206187,13341,,,
6371. General San Martín,2. Mujer trans/travesti,625,564,61,,,
6371. General San Martín,3. Varón,200801,189145,11656,,,
6371. General San Martín,4. Varón trans/masculinidad trans,544,495,49,,,
6371. General San Martín,5. No binario,380,358,22,,,
6371. General San Martín,6. Otra identidad/ninguna de las anteriores,171,156,15,,,
6371. General San Martín,7. Prefiero no contestar,666,611,55,,,
6371. General San Martín,9. Ignorado,21788,19934,1854,,,
6385. General Viamonte,0. __tot__,22530,20097,2433,,,
6385. General Viamonte,1. Mujer,9424,8579,845,,,
6385. General Viamonte,2. Mujer trans/travesti,90,75,15,,,
6385. General Viamonte,3. Varón,8933,8109,824,,,
6385. General Viamonte,4. Varón trans/masculinidad trans,219,173,46,,,
6385. General Viamonte,5. No binario,102,80,22,,,
6385. General Viamonte,6. Otra identidad/ninguna de las anteriores,37,31,6,,,
6385. General Viamonte,7. Prefiero no contestar,42,34,8,,,
6385. General Viamonte,9. Ignorado,3683,3016,667,,,
6392. General Villegas,0. __tot__,35055,31757,3298,,,
6392. General Villegas,1. Mujer,15854,14488,1366,,,
6392. General Villegas,2. Mujer trans/travesti,69,56,13,,,
6392. General Villegas,3. Varón,15566,14201,1365,,,
6392. General Villegas,4. Varón trans/masculinidad trans,155,128,27,,,
6392. General Villegas,5. No binario,20,19,1,,,
6392. General Villegas,6. Otra identidad/ninguna de las anteriores,57,45,12,,,
6392. General Villegas,7. Prefiero no contestar,48,36,12,,,
6392. General Villegas,9. Ignorado,3286,2784,502,,,
6399. Guaminí,0. __tot__,11662,10779,883,,,
6399. Guaminí,1. Mujer,5685,5269,416,,,
6399. Guaminí,2. Mujer trans/travesti,12,12,,,,
6399. Guaminí,3. Varón,5615,5186,429,,,
6399. Guaminí,4. Varón trans/masculinidad trans,5,4,1,,,
6399. Guaminí,5. No binario,3,3,,,,
6399. Guaminí,6. Otra identidad/ninguna de las anteriores,3,3,,,,
6399. Guaminí,7. Prefiero no contestar,8,6,2,,,
6399. Guaminí,9. Ignorado,331,296,35,,,
6406. Hipólito Yrigoyen,0. __tot__,10581,9478,1103,,,
6406. Hipólito Yrigoyen,1. Mujer,4801,4334,467,,,
6406. Hipólito Yrigoyen,2. Mujer trans/travesti,20,15,5,,,
6406. Hipólito Yrigoyen,3. Varón,4670,4233,437,,,
6406. Hipólito Yrigoyen,4. Varón trans/masculinidad trans,29,18,11,,,
6406. Hipólito Yrigoyen,5. No binario,10,9,1,,,
6406. Hipólito Yrigoyen,6. Otra identidad/ninguna de las anteriores,16,11,5,,,
6406. Hipólito Yrigoyen,7. Prefiero no contestar,23,19,4,,,
6406. Hipólito Yrigoyen,9. Ignorado,1012,839,173,,,
6408. Hurlingham,0. __tot__,185361,175477,9884,,,
6408. Hurlingham,1. Mujer,91357,86611,4746,,,
6408. Hurlingham,2. Mujer trans/travesti,207,184,23,,,
6408. Hurlingham,3. Varón,84554,80055,4499,,,
6408. Hurlingham,4. Varón trans/masculinidad trans,209,188,21,,,
6408. Hurlingham,5. No binario,168,159,9,,,
6408. Hurlingham,6. Otra identidad/ninguna de las anteriores,74,70,4,,,
6408. Hurlingham,7. Prefiero no contestar,240,225,15,,,
6408. Hurlingham,9. Ignorado,8552,7985,567,,,
6410. Ituzaingó,0. __tot__,177983,168950,9033,,,
6410. Ituzaingó,1. Mujer,88275,83832,4443,,,
6410. Ituzaingó,2. Mujer trans/travesti,272,248,24,,,
6410. Ituzaingó,3. Varón,81200,77207,3993,,,
6410. Ituzaingó,4. Varón trans/masculinidad trans,355,335,20,,,
6410. Ituzaingó,5. No binario,154,144,10,,,
6410. Ituzaingó,6. Otra identidad/ninguna de las anteriores,75,70,5,,,
6410. Ituzaingó,7. Prefiero no contestar,341,323,18,,,
6410. Ituzaingó,9. Ignorado,7311,6791,520,,,
6412. José C. Paz,0. __tot__,326527,300603,25924,,,
6412. José C. Paz,1. Mujer,155527,143779,11748,,,
6412. José C. Paz,2. Mujer trans/travesti,470,418,52,,,
6412. José C. Paz,3. Varón,148459,136686,11773,,,
6412. José C. Paz,4. Varón trans/masculinidad trans,692,593,99,,,
6412. José C. Paz,5. No binario,212,192,20,,,
6412. José C. Paz,6. Otra identidad/ninguna de las anteriores,143,127,16,,,
6412. José C. Paz,7. Prefiero no contestar,349,299,50,,,
6412. José C. Paz,9. Ignorado,20675,18509,2166,,,
6413. Junín,0. __tot__,100964,94533,6431,,,
6413. Junín,1. Mujer,48779,45846,2933,,,
6413. Junín,2. Mujer trans/travesti,140,121,19,,,
6413. Junín,3. Varón,44950,42256,2694,,,
6413. Junín,4. Varón trans/masculinidad trans,177,156,21,,,
6413. Junín,5. No binario,98,88,10,,,
6413. Junín,6. Otra identidad/ninguna de las anteriores,55,49,6,,,
6413. Junín,7. Prefiero no contestar,123,111,12,,,
6413. Junín,9. Ignorado,6642,5906,736,,,
6420. La Costa,0. __tot__,100400,92335,8065,,,
6420. La Costa,1. Mujer,46194,42789,3405,,,
6420. La Costa,2. Mujer trans/travesti,144,125,19,,,
6420. La Costa,3. Varón,43597,40271,3326,,,
6420. La Costa,4. Varón trans/masculinidad trans,256,221,35,,,
6420. La Costa,5. No binario,124,113,11,,,
6420. La Costa,6. Otra identidad/ninguna de las anteriores,61,52,9,,,
6420. La Costa,7. Prefiero no contestar,199,175,24,,,
6420. La Costa,9. Ignorado,9825,8589,1236,,,
6427. La Matanza,0. __tot__,1837168,1701597,135571,,,
6427. La Matanza,1. Mujer,900702,835637,65065,,,
6427. La Matanza,2. Mujer trans/travesti,3118,2826,292,,,
6427. La Matanza,3. Varón,837867,775916,61951,,,
6427. La Matanza,4. Varón trans/masculinidad trans,2955,2595,360,,,
6427. La Matanza,5. No binario,1429,1317,112,,,
6427. La Matanza,6. Otra identidad/ninguna de las anteriores,750,644,106,,,
6427. La Matanza,7. Prefiero no contestar,2215,1990,225,,,
6427. La Matanza,9. Ignorado,88132,80672,7460,,,
6434. Lanús,0. __tot__,460081,432746,27335,,,
6434. Lanús,1. Mujer,227799,214365,13434,,,
6434. Lanús,2. Mujer trans/travesti,562,520,42,,,
6434. Lanús,3. Varón,205809,194222,11587,,,
6434. Lanús,4. Varón trans/masculinidad trans,880,809,71,,,
6434. Lanús,5. No binario,392,363,29,,,
6434. Lanús,6. Otra identidad/ninguna de las anteriores,214,188,26,,,
6434. Lanús,7. Prefiero no contestar,772,714,58,,,
6434. Lanús,9. Ignorado,23653,21565,2088,,,
6441. La Plata,0. __tot__,756074,711942,44132,,,
6441. La Plata,1. Mujer,376606,355204,21402,,,
6441. La Plata,2. Mujer trans/travesti,899,818,81,,,
6441. La Plata,3. Varón,343877,323875,20002,,,
6441. La Plata,4. Varón trans/masculinidad trans,1015,917,98,,,
6441. La Plata,5. No binario,1108,1062,46,,,
6441. La Plata,6. Otra identidad/ninguna de las anteriores,491,461,30,,,
6441. La Plata,7. Prefiero no contestar,1745,1601,144,,,
6441. La Plata,9. Ignorado,30333,28004,2329,,,
6448. Laprida,0. __tot__,11496,10521,975,,,
6448. Laprida,1. Mujer,5732,5255,477,,,
6448. Laprida,2. Mujer trans/travesti,16,16,,,,
6448. Laprida,3. Varón,5404,4931,473,,,
6448. Laprida,4. Varón trans/masculinidad trans,7,6,1,,,
6448. Laprida,5. No binario,2,2,,,,
6448. Laprida,6. Otra identidad/ninguna de las anteriores,3,3,,,,
6448. Laprida,7. Prefiero no contestar,28,24,4,,,
6448. Laprida,9. Ignorado,304,284,20,,,
6455. Las Flores,0. __tot__,27136,23450,3686,,,
6455. Las Flores,1. Mujer,13094,11396,1698,,,
6455. Las Flores,2. Mujer trans/travesti,62,51,11,,,
6455. Las Flores,3. Varón,12198,10587,1611,,,
6455. Las Flores,4. Varón trans/masculinidad trans,105,86,19,,,
6455. Las Flores,5. No binario,18,16,2,,,
6455. Las Flores,6. Otra identidad/ninguna de las anteriores,20,18,2,,,
6455. Las Flores,7. Prefiero no contestar,36,34,2,,,
6455. Las Flores,9. Ignorado,1603,1262,341,,,
6462. Leandro N. Alem,0. __tot__,17153,15589,1564,,,
6462. Leandro N. Alem,1. Mujer,8512,7710,802,,,
6462. Leandro N. Alem,2. Mujer trans/travesti,25,20,5,,,
6462. Leandro N. Alem,3. Varón,8136,7419,717,,,
6462. Leandro N. Alem,4. Varón trans/masculinidad trans,20,17,3,,,
6462. Leandro N. Alem,5. No binario,4,4,,,,
6462. Leandro N. Alem,6. Otra identidad/ninguna de las anteriores,1,1,,,,
6462. Leandro N. Alem,7. Prefiero no contestar,30,30,,,,
6462. Leandro N. Alem,9. Ignorado,425,388,37,,,
6466. Lezama,0. __tot__,6170,5750,420,,,
6466. Lezama,1. Mujer,3054,2862,192,,,
6466. Lezama,2. Mujer trans/travesti,8,7,1,,,
6466. Lezama,3. Varón,2886,2690,196,,,
6466. Lezama,4. Varón trans/masculinidad trans,3,3,,,,
6466. Lezama,5. No binario,4,4,,,,
6466. Lezama,6. Otra identidad/ninguna de las anteriores,2,2,,,,
6466. Lezama,7. Prefiero no contestar,11,11,,,,
6466. Lezama,9. Ignorado,202,171,31,,,
6469. Lincoln,0. __tot__,45191,41299,3892,,,
6469. Lincoln,1. Mujer,21952,20090,1862,,,
6469. Lincoln,2. Mujer trans/travesti,61,50,11,,,
6469. Lincoln,3. Varón,20912,19139,1773,,,
6469. Lincoln,4. Varón trans/masculinidad trans,84,79,5,,,
6469. Lincoln,5. No binario,57,46,11,,,
6469. Lincoln,6. Otra identidad/ninguna de las anteriores,24,15,9,,,
6469. Lincoln,7. Prefiero no contestar,55,49,6,,,
6469. Lincoln,9. Ignorado,2046,1831,215,,,
6476. Lobería,0. __tot__,18106,16218,1888,,,
6476. Lobería,1. Mujer,8664,7847,817,,,
6476. Lobería,2. Mujer trans/travesti,23,18,5,,,
6476. Lobería,3. Varón,8569,7651,918,,,
6476. Lobería,4. Varón trans/masculinidad trans,20,16,4,,,
6476. Lobería,5. No binario,9,9,,,,
6476. Lobería,6. Otra identidad/ninguna de las anteriores,4,4,,,,
6476. Lobería,7. Prefiero no contestar,11,10,1,,,
6476. Lobería,9. Ignorado,806,663,143,,,
6483. Lobos,0. __tot__,41418,38414,3004,,,
6483. Lobos,1. Mujer,20160,18784,1376,,,
6483. Lobos,2. Mujer trans/travesti,58,53,5,,,
6483. Lobos,3. Varón,18709,17410,1299,,,
6483. Lobos,4. Varón trans/masculinidad trans,64,52,12,,,
6483. Lobos,5. No binario,16,16,,,,
6483. Lobos,6. Otra identidad/ninguna de las anteriores,13,12,1,,,
6483. Lobos,7. Prefiero no contestar,41,40,1,,,
6483. Lobos,9. Ignorado,2357,2047,310,,,
6490. Lomas de Zamora,0. __tot__,685644,637059,48585,,,
6490. Lomas de Zamora,1. Mujer,336667,313376,23291,,,
6490. Lomas de Zamora,2. Mujer trans/travesti,992,900,92,,,
6490. Lomas de Zamora,3. Varón,312608,290685,21923,,,
6490. Lomas de Zamora,4. Varón trans/masculinidad trans,954,855,99,,,
6490. Lomas de Zamora,5. No binario,436,400,36,,,
6490. Lomas de Zamora,6. Otra identidad/ninguna de las anteriores,245,220,25,,,
6490. Lomas de Zamora,7. Prefiero no contestar,951,860,91,,,
6490. Lomas de Zamora,9. Ignorado,32791,29763,3028,,,
6497. Luján,0. __tot__,110111,102817,7294,,,
6497. Luján,1. Mujer,54080,50630,3450,,,
6497. Luján,2. Mujer trans/travesti,212,184,28,,,
6497. Luján,3. Varón,50259,47011,3248,,,
6497. Luján,4. Varón trans/masculinidad trans,298,255,43,,,
6497. Luján,5. No binario,124,114,10,,,
6497. Luján,6. Otra identidad/ninguna de las anteriores,64,59,5,,,
6497. Luján,7. Prefiero no contestar,163,149,14,,,
6497. Luján,9. Ignorado,4911,4415,496,,,
6505. Magdalena,0. __tot__,22653,20599,2054,,,
6505. Magdalena,1. Mujer,10259,9423,836,,,
6505. Magdalena,2. Mujer trans/travesti,30,26,4,,,
6505. Magdalena,3. Varón,10029,9159,870,,,
6505. Magdalena,4. Varón trans/masculinidad trans,130,112,18,,,
6505. Magdalena,5. No binario,24,20,4,,,
6505. Magdalena,6. Otra identidad/ninguna de las anteriores,17,15,2,,,
